employee_id,age,gender,marital_status,salary,employment_type,region,has_dependents,tenure_years,enrolled,application_date,last_contact_date,last_contact_channel,plan_tier_requested,broker_channel,prior_year_enrolled,legacy_propensity_score,n_employees_region,hist_enrollment_rate_region,avg_salary_region,avg_premium_cost_usd,benefits_broker_rating,hr_outreach_capacity,open_enrollment_window_days,state_mandate_level
10308,38,Female,Married,72710.9,Full-time,Midwest,No,10.1,1,2024-06-15,2024-05-26,Email,Silver,Direct,New Hire,0.99,2488,0.617,64921.46,595,4.4,469,18,High
14870,54,Male,Single,58501.28,Full-time,South,Yes,15.4,1,2024-08-10,2024-08-05,Phone,Silver,Employer-Sponsored,Yes,0.894,2424,0.628,65200.49,481,3.3,324,17,Medium
14750,37,Female,Single,64141.58,Full-time,West,Yes,4.5,1,2024-05-24,2024-04-27,Unknown,Standard,Direct,New Hire,0.971,2582,0.613,65007.07,574,4.7,437,28,Low
19321,36,Male,Single,53260.56,Full-time,Midwest,Yes,6.0,1,2024-01-21,2024-01-01,Email,Unknown,Employer-Sponsored,Yes,0.986,2488,0.617,64921.46,595,4.4,469,18,High
10464,24,Male,Widowed,76982.47,Full-time,Northeast,No,3.8,0,,2024-07-12,Phone,Standard,Third-Party,No,0.168,2506,0.612,65008.32,455,3.1,151,38,Low
12984,33,Male,Single,73951.51,Full-time,South,Yes,2.3,1,2024-10-11,2024-09-27,Phone,Standard,Employer-Sponsored,No,0.859,2424,0.628,65200.49,481,3.3,324,17,Medium
12312,25,Male,Married,66532.38,Full-time,West,Yes,3.6,1,2024-08-06,2024-08-05,SMS,Standard,Third-Party,New Hire,0.894,2582,0.613,65007.07,574,4.7,437,28,Low
15215,63,Male,Married,59624.92,Full-time,Northeast,Yes,0.5,1,2024-12-19,2024-11-26,Phone,Standard,Employer-Sponsored,New Hire,0.86,2506,0.612,65008.32,455,3.1,151,38,Low
10453,53,Female,Single,88759.28,Part-time,Midwest,Yes,1.3,1,2024-12-10,2024-12-03,Email,Gold,Unknown,Yes,0.809,2488,0.617,64921.46,595,4.4,469,18,High
14478,36,Male,Married,66347.84,Full-time,Midwest,No,8.7,1,2024-04-01,2024-03-11,Phone,Silver,Employer-Sponsored,New Hire,0.957,2488,0.617,64921.46,595,4.4,469,18,High
13370,26,Male,Widowed,37175.13,Full-time,West,No,4.6,0,2024-03-11,2024-02-11,Email,Unknown,Employer-Sponsored,New Hire,0.215,2582,0.613,65007.07,574,4.7,437,28,Low
12907,25,Female,Single,67417.28,Full-time,Northeast,No,2.9,0,2024-03-10,2024-02-23,Unknown,Standard,Unknown,No,0.065,2506,0.612,65008.32,455,3.1,151,38,Low
12031,34,Male,Single,57756.31,Full-time,Northeast,No,2.8,0,2024-11-22,2024-11-17,SMS,Silver,Employer-Sponsored,New Hire,0.1,2506,0.612,65008.32,455,3.1,151,38,Low
17568,26,Male,Married,77416.86,Contract,Northeast,No,0.6,0,2024-02-28,2024-02-22,Email,Standard,Third-Party,New Hire,0.242,2506,0.612,65008.32,455,3.1,151,38,Low
16334,56,Male,Single,51875.28,Part-time,Midwest,Yes,1.1,0,2024-09-23,2024-08-25,Phone,Basic,Employer-Sponsored,No,0.25,2488,0.617,64921.46,595,4.4,469,18,High
10940,50,Male,Divorced,69519.45,Full-time,Midwest,Yes,4.3,1,2024-07-26,2024-07-13,Phone,Standard,Unknown,New Hire,0.766,2488,0.617,64921.46,595,4.4,469,18,High
10855,42,Male,Married,44050.0,Contract,Midwest,No,2.3,0,2024-08-04,2024-07-25,Phone,Bronze,Employer-Sponsored,New Hire,,2488,0.617,64921.46,595,4.4,469,18,High
17363,49,Female,Married,69797.96,Full-time,South,No,2.3,1,2024-01-31,2024-01-03,Phone,Standard,Employer-Sponsored,New Hire,0.892,2424,0.628,65200.49,481,3.3,324,17,Medium
19237,51,Male,Divorced,33719.98,Part-time,West,Yes,2.6,0,2024-11-03,2024-10-05,Email,Unknown,Employer-Sponsored,Yes,0.124,2582,0.613,65007.07,574,4.7,437,28,Low
15715,22,Female,Married,44922.16,Full-time,Midwest,Yes,1.6,0,,2024-03-21,Email,Basic,Direct,New Hire,,2488,0.617,64921.46,595,4.4,469,18,High
13458,36,Male,Married,72672.09,Part-time,West,No,3.1,0,2024-02-13,2024-01-17,Email,Silver,Third-Party,No,0.244,2582,0.613,65007.07,574,4.7,437,28,Low
14884,38,Male,Widowed,81682.19,Contract,South,Yes,2.2,1,2024-08-05,2024-07-07,SMS,Standard,Direct,Yes,0.99,2424,0.628,65200.49,481,3.3,324,17,Medium
16050,32,Female,Single,86732.68,Contract,South,Yes,3.7,1,2024-02-17,2024-01-24,Unknown,Gold,Employer-Sponsored,New Hire,0.768,2424,0.628,65200.49,481,3.3,324,17,Medium
14001,39,Male,Married,68148.04,Full-time,West,No,3.0,1,2024-10-17,2024-09-18,None,Standard,Third-Party,New Hire,0.981,2582,0.613,65007.07,574,4.7,437,28,Low
19449,36,Female,Single,59928.52,Part-time,Midwest,No,7.3,0,2024-01-14,2023-12-30,Email,Standard,Employer-Sponsored,No,0.021,2488,0.617,64921.46,595,4.4,469,18,High
10140,36,Male,Married,90630.37,Part-time,Midwest,Yes,7.4,1,2024-01-18,2024-01-10,Phone,Premium,Direct,No,0.939,2488,0.617,64921.46,595,4.4,469,18,High
16832,31,Male,Single,41206.42,Full-time,South,No,6.2,0,2024-01-22,2024-01-02,Phone,Bronze,Employer-Sponsored,No,0.227,2424,0.628,65200.49,481,3.3,324,17,Medium
13336,50,Female,Married,28380.67,Full-time,South,Yes,13.0,1,2024-05-29,2024-05-17,Email,Basic,Third-Party,Yes,0.928,2424,0.628,65200.49,481,3.3,324,17,Medium
17046,48,Female,Married,58405.71,Part-time,Northeast,Yes,1.4,0,2024-07-12,2024-07-04,Phone,Silver,Third-Party,Yes,0.051,2506,0.612,65008.32,455,3.1,151,38,Low
13966,25,Male,Married,79203.78,Contract,Northeast,Yes,0.1,0,2024-03-27,2024-03-05,Email,Silver,Third-Party,New Hire,0.141,2506,0.612,65008.32,455,3.1,151,38,Low
16336,50,Female,Single,71192.0,Full-time,South,Yes,5.1,1,2024-10-30,2024-10-05,Phone,Silver,Direct,New Hire,0.946,2424,0.628,65200.49,481,3.3,324,17,Medium
18956,43,Male,Married,72890.07,Full-time,Northeast,No,6.3,1,2024-09-09,2024-08-18,Phone,Standard,Third-Party,Yes,0.753,2506,0.612,65008.32,455,3.1,151,38,Low
19403,64,Male,Married,68141.57,Part-time,West,No,1.9,0,2024-06-05,2024-05-22,SMS,Standard,Third-Party,No,0.143,2582,0.613,65007.07,574,4.7,437,28,Low
15446,49,Female,Married,55482.45,Full-time,South,Yes,3.9,1,2024-04-27,2024-04-03,Email,Silver,Third-Party,Yes,0.894,2424,0.628,65200.49,481,3.3,324,17,Medium
14567,49,Male,Married,45491.79,Part-time,Midwest,No,0.7,0,2024-11-08,2024-11-07,Email,Basic,Third-Party,New Hire,0.131,2488,0.617,64921.46,595,4.4,469,18,High
18747,58,Male,Single,67521.93,Full-time,Midwest,Yes,1.2,1,,2024-04-11,Phone,Standard,Employer-Sponsored,Yes,0.827,2488,0.617,64921.46,595,4.4,469,18,High
18006,45,Female,Single,54435.32,Full-time,South,No,5.9,0,2024-01-22,2023-12-28,None,Unknown,Employer-Sponsored,No,0.248,2424,0.628,65200.49,481,3.3,324,17,Medium
15817,28,Male,Single,64026.38,Full-time,West,No,2.0,0,2024-10-29,2024-10-26,Phone,Silver,Employer-Sponsored,No,0.067,2582,0.613,65007.07,574,4.7,437,28,Low
14981,24,Male,Married,64727.84,Part-time,Northeast,No,7.9,0,2024-04-03,2024-03-15,Phone,Silver,Direct,New Hire,0.075,2506,0.612,65008.32,455,3.1,151,38,Low
13358,28,Male,Widowed,60879.64,Full-time,Northeast,Yes,4.1,1,2024-10-27,2024-10-17,Email,Silver,Direct,No,0.838,2506,0.612,65008.32,455,3.1,151,38,Low
18910,26,Female,Single,67493.54,Full-time,Northeast,Yes,5.6,1,2024-08-07,2024-07-23,Email,Standard,Employer-Sponsored,Yes,0.966,2506,0.612,65008.32,455,3.1,151,38,Low
12121,61,Male,Married,68087.83,Part-time,South,No,0.3,0,2024-06-18,2024-06-02,Phone,Silver,Employer-Sponsored,New Hire,,2424,0.628,65200.49,481,3.3,324,17,Medium
18072,55,Female,Single,70093.06,Full-time,West,No,0.1,1,2024-01-13,2024-01-06,Unknown,Standard,Employer-Sponsored,New Hire,0.879,2582,0.613,65007.07,574,4.7,437,28,Low
14326,45,Male,Married,81292.55,Full-time,Northeast,No,4.8,1,2024-02-16,2024-02-10,Phone,Standard,Employer-Sponsored,Yes,0.835,2506,0.612,65008.32,455,3.1,151,38,Low
16579,54,Female,Single,81271.66,Full-time,South,Yes,4.1,1,2024-02-18,2024-02-09,SMS,Silver,Third-Party,New Hire,0.75,2424,0.628,65200.49,481,3.3,324,17,Medium
10399,44,Female,Single,65595.46,Full-time,Northeast,No,2.5,1,2024-02-11,2024-01-16,Phone,Standard,Third-Party,Yes,0.928,2506,0.612,65008.32,455,3.1,151,38,Low
11985,29,Male,Single,53690.34,Full-time,Midwest,No,10.9,0,2024-07-08,2024-06-23,Phone,Bronze,Third-Party,New Hire,0.177,2488,0.617,64921.46,595,4.4,469,18,High
19858,30,Male,Divorced,63502.11,Full-time,Northeast,No,7.8,0,2024-02-19,2024-02-07,Email,Standard,Employer-Sponsored,No,0.348,2506,0.612,65008.32,455,3.1,151,38,Low
14803,46,Female,Widowed,74529.75,Full-time,Northeast,Yes,13.0,1,2024-11-06,2024-10-28,Email,Silver,Direct,New Hire,0.793,2506,0.612,65008.32,455,3.1,151,38,Low
13450,52,Female,Divorced,80902.78,Full-time,Northeast,Yes,19.3,1,2024-05-09,2024-05-06,Email,Standard,Third-Party,Yes,0.801,2506,0.612,65008.32,455,3.1,151,38,Low
14049,26,Male,Single,92886.72,Full-time,West,No,2.6,0,2024-03-17,2024-03-11,Unknown,Gold,Direct,Yes,,2582,0.613,65007.07,574,4.7,437,28,Low
12963,30,Female,Married,52153.09,Contract,Northeast,Yes,6.8,0,2024-06-02,2024-05-31,Unknown,Bronze,Direct,New Hire,0.25,2506,0.612,65008.32,455,3.1,151,38,Low
18432,62,Female,Married,84404.39,Full-time,West,Yes,3.4,1,2024-09-04,2024-09-02,Email,Standard,Third-Party,Yes,0.923,2582,0.613,65007.07,574,4.7,437,28,Low
18526,33,Male,Single,81786.87,Full-time,Midwest,No,2.4,1,2024-10-26,2024-10-05,Email,Standard,Third-Party,New Hire,0.802,2488,0.617,64921.46,595,4.4,469,18,High
10136,51,Male,Single,43473.65,Full-time,Northeast,Yes,6.0,1,2024-09-30,2024-09-17,SMS,Basic,Third-Party,Yes,0.969,2506,0.612,65008.32,455,3.1,151,38,Low
16937,47,Female,Single,70697.47,Full-time,Midwest,Yes,5.4,1,2024-04-20,2024-04-16,Phone,Standard,Unknown,No,0.801,2488,0.617,64921.46,595,4.4,469,18,High
11253,38,Male,Single,48035.09,Full-time,Northeast,No,9.4,0,2024-11-10,2024-11-04,Unknown,Basic,Employer-Sponsored,No,0.268,2506,0.612,65008.32,455,3.1,151,38,Low
15495,38,Male,Married,58523.86,Full-time,Northeast,No,6.8,0,2024-03-26,2024-03-20,Unknown,Silver,Direct,Yes,0.271,2506,0.612,65008.32,455,3.1,151,38,Low
16785,39,Male,Single,46285.04,Contract,Midwest,Yes,4.0,0,,2024-09-01,SMS,Basic,Direct,No,0.127,2488,0.617,64921.46,595,4.4,469,18,High
10231,61,Male,Widowed,67546.82,Part-time,Midwest,Yes,0.5,1,2024-03-06,2024-02-24,Email,Silver,Direct,New Hire,0.738,2488,0.617,64921.46,595,4.4,469,18,High
12742,43,Female,Married,86871.13,Part-time,Northeast,Yes,0.4,1,2024-01-15,2023-12-25,Phone,Premium,Direct,New Hire,0.952,2506,0.612,65008.32,455,3.1,151,38,Low
18762,47,Male,Single,74531.92,Full-time,South,No,0.3,1,2024-12-17,2024-12-07,Email,Silver,Direct,New Hire,0.825,2424,0.628,65200.49,481,3.3,324,17,Medium
17177,49,Female,Single,83470.63,Full-time,Midwest,No,1.6,1,,2024-03-28,Email,Silver,Employer-Sponsored,Yes,0.848,2488,0.617,64921.46,595,4.4,469,18,High
15696,25,Female,Married,47061.05,Part-time,South,No,0.9,0,2024-11-04,2024-10-28,Email,Unknown,Direct,New Hire,0.163,2424,0.628,65200.49,481,3.3,324,17,Medium
18962,57,Female,Married,52000.31,Full-time,Northeast,Yes,2.4,1,2024-12-12,2024-12-09,Phone,Basic,Employer-Sponsored,Yes,0.793,2506,0.612,65008.32,455,3.1,151,38,Low
16997,57,Other,Divorced,83816.96,Full-time,South,Yes,1.3,1,2024-03-28,2024-03-15,Phone,Standard,Third-Party,Yes,0.864,2424,0.628,65200.49,481,3.3,324,17,Medium
14563,44,Female,Single,52726.82,Full-time,South,Yes,0.7,1,2024-09-05,2024-08-28,SMS,Basic,Employer-Sponsored,New Hire,0.831,2424,0.628,65200.49,481,3.3,324,17,Medium
15790,40,Female,Married,69412.91,Full-time,Northeast,Yes,4.3,1,2024-02-17,2024-02-06,Email,Silver,Third-Party,Yes,,2506,0.612,65008.32,455,3.1,151,38,Low
15875,39,Female,Married,60727.52,Part-time,West,No,2.2,0,2024-09-04,2024-08-09,Phone,Standard,Third-Party,New Hire,,2582,0.613,65007.07,574,4.7,437,28,Low
16869,58,Female,Married,53867.56,Part-time,Northeast,No,2.5,0,2024-12-02,2024-11-13,Email,Basic,Employer-Sponsored,No,0.099,2506,0.612,65008.32,455,3.1,151,38,Low
14485,58,Female,Widowed,55441.14,Full-time,South,No,4.7,0,2024-12-24,2024-11-26,Email,Standard,Employer-Sponsored,New Hire,0.227,2424,0.628,65200.49,481,3.3,324,17,Medium
17746,45,Female,Divorced,61555.39,Full-time,Northeast,Yes,1.1,1,2024-06-29,2024-06-20,Email,Standard,Third-Party,Yes,0.99,2506,0.612,65008.32,455,3.1,151,38,Low
11948,27,Female,Divorced,49533.77,Part-time,West,No,7.2,0,2024-12-09,2024-12-01,Phone,Basic,Direct,No,0.24,2582,0.613,65007.07,574,4.7,437,28,Low
12009,57,Female,Widowed,63309.85,Full-time,Midwest,Yes,1.0,1,2024-06-03,2024-05-12,Email,Silver,Direct,Yes,0.818,2488,0.617,64921.46,595,4.4,469,18,High
14238,63,Female,Married,61201.85,Full-time,Northeast,Yes,8.2,1,2024-12-09,2024-11-28,Email,Standard,Third-Party,Yes,0.758,2506,0.612,65008.32,455,3.1,151,38,Low
17203,31,Female,Married,76060.81,Full-time,Northeast,No,0.3,1,2024-07-23,2024-06-24,Email,Standard,Employer-Sponsored,New Hire,0.99,2506,0.612,65008.32,455,3.1,151,38,Low
17621,42,Female,Single,50418.09,Contract,Midwest,No,2.3,0,2024-09-02,2024-08-12,Email,Basic,Direct,New Hire,0.13,2488,0.617,64921.46,595,4.4,469,18,High
12016,40,Female,Divorced,64370.09,Full-time,Northeast,Yes,3.8,1,2024-05-14,2024-05-04,Unknown,Standard,Direct,Yes,0.897,2506,0.612,65008.32,455,3.1,151,38,Low
12856,30,Female,Single,56344.7,Full-time,West,Yes,1.6,0,2024-02-26,2024-02-17,Email,Standard,Third-Party,No,0.032,2582,0.613,65007.07,574,4.7,437,28,Low
15774,53,Female,Divorced,102811.75,Full-time,Midwest,Yes,2.1,1,2024-06-21,2024-06-02,Phone,Gold,Third-Party,New Hire,0.976,2488,0.617,64921.46,595,4.4,469,18,High
15951,52,Female,Divorced,49529.48,Part-time,South,Yes,2.6,0,2024-05-14,2024-05-01,Email,Basic,Third-Party,New Hire,0.168,2424,0.628,65200.49,481,3.3,324,17,Medium
19502,60,Male,Married,68106.54,Full-time,Northeast,Yes,1.8,1,2024-10-18,2024-10-07,SMS,Standard,Employer-Sponsored,Yes,0.95,2506,0.612,65008.32,455,3.1,151,38,Low
10965,59,Male,Married,63999.46,Part-time,West,Yes,4.6,1,2024-01-27,2024-01-26,Unknown,Standard,Direct,Yes,0.909,2582,0.613,65007.07,574,4.7,437,28,Low
16418,26,Male,Married,86513.04,Full-time,South,No,21.4,0,2024-08-02,2024-07-30,Email,Gold,Direct,No,0.1,2424,0.628,65200.49,481,3.3,324,17,Medium
16654,42,Female,Married,70573.83,Full-time,West,Yes,2.6,1,2024-09-21,2024-09-11,Email,Silver,Direct,New Hire,0.778,2582,0.613,65007.07,574,4.7,437,28,Low
12843,26,Male,Married,84617.14,Part-time,Northeast,No,4.9,0,2024-07-04,2024-06-19,Email,Silver,Third-Party,New Hire,0.121,2506,0.612,65008.32,455,3.1,151,38,Low
17806,43,Female,Married,69004.4,Full-time,South,Yes,1.9,1,2024-10-20,2024-10-19,Phone,Silver,Direct,No,0.99,2424,0.628,65200.49,481,3.3,324,17,Medium
19263,48,Female,Married,78337.19,Part-time,South,Yes,6.3,1,2024-04-11,2024-04-06,None,Standard,Employer-Sponsored,New Hire,0.904,2424,0.628,65200.49,481,3.3,324,17,Medium
18271,63,Female,Married,54924.57,Full-time,West,Yes,0.8,1,2024-08-11,2024-07-31,Phone,Bronze,Third-Party,New Hire,0.832,2582,0.613,65007.07,574,4.7,437,28,Low
15945,28,Female,Married,53861.2,Contract,West,Yes,0.8,0,2024-04-02,2024-03-22,Email,Basic,Direct,New Hire,,2582,0.613,65007.07,574,4.7,437,28,Low
11941,32,Male,Married,53876.71,Full-time,South,No,1.0,0,2024-01-20,2023-12-25,SMS,Basic,Employer-Sponsored,Yes,0.056,2424,0.628,65200.49,481,3.3,324,17,Medium
14596,28,Male,Single,56115.28,Full-time,Midwest,Yes,1.6,0,2024-02-06,2024-01-23,Unknown,Standard,Third-Party,No,0.01,2488,0.617,64921.46,595,4.4,469,18,High
10158,46,Male,Married,49734.25,Full-time,Midwest,No,1.9,0,2024-07-26,2024-07-12,Email,Basic,Direct,New Hire,0.134,2488,0.617,64921.46,595,4.4,469,18,High
17837,50,Female,Single,84330.37,Full-time,West,Yes,7.2,1,2024-05-10,2024-05-04,SMS,Standard,Direct,Yes,0.917,2582,0.613,65007.07,574,4.7,437,28,Low
19829,51,Male,Married,77717.24,Full-time,Northeast,Yes,1.9,1,2024-06-14,2024-05-22,SMS,Silver,Third-Party,New Hire,0.798,2506,0.612,65008.32,455,3.1,151,38,Low
16263,43,Female,Married,59403.02,Full-time,South,Yes,0.6,1,2024-02-01,2024-01-11,SMS,Silver,Unknown,New Hire,0.89,2424,0.628,65200.49,481,3.3,324,17,Medium
14790,59,Female,Married,50583.4,Full-time,South,No,1.1,0,2024-06-15,2024-05-28,Unknown,Basic,Employer-Sponsored,No,0.22,2424,0.628,65200.49,481,3.3,324,17,Medium
16563,29,Male,Single,44480.88,Full-time,Midwest,Yes,4.3,0,2024-03-31,2024-03-06,Unknown,Basic,Direct,No,0.146,2488,0.617,64921.46,595,4.4,469,18,High
18069,27,Female,Married,47633.42,Full-time,West,Yes,0.9,0,2024-08-09,2024-08-05,Email,Basic,Employer-Sponsored,New Hire,0.203,2582,0.613,65007.07,574,4.7,437,28,Low
11266,32,Female,Married,96136.79,Full-time,West,No,3.3,1,2024-03-02,2024-02-06,Email,Gold,Employer-Sponsored,New Hire,0.939,2582,0.613,65007.07,574,4.7,437,28,Low
10962,61,Male,Single,68593.32,Full-time,South,Yes,0.8,1,2024-12-07,2024-12-05,Email,Standard,Employer-Sponsored,New Hire,0.877,2424,0.628,65200.49,481,3.3,324,17,Medium
12511,58,Female,Divorced,62490.43,Contract,Midwest,No,2.9,0,2024-06-16,2024-06-25,SMS,Standard,Third-Party,No,0.145,2488,0.617,64921.46,595,4.4,469,18,High
18864,27,Female,Married,91777.4,Part-time,Midwest,Yes,4.8,0,2024-03-05,2024-02-26,Email,Premium,Third-Party,New Hire,0.157,2488,0.617,64921.46,595,4.4,469,18,High
12646,47,Male,Married,64512.11,Full-time,Midwest,No,3.2,1,2024-01-04,2023-12-21,Email,Silver,Employer-Sponsored,Yes,,2488,0.617,64921.46,595,4.4,469,18,High
11241,63,Female,Married,63556.41,Full-time,West,No,0.4,1,2024-04-10,2024-03-20,Phone,Standard,Third-Party,New Hire,0.929,2582,0.613,65007.07,574,4.7,437,28,Low
15317,41,Male,Married,61053.01,Contract,South,Yes,4.2,1,2024-04-07,2024-03-27,Phone,Silver,Direct,Yes,0.913,2424,0.628,65200.49,481,3.3,324,17,Medium
17370,47,Female,Single,59209.03,Part-time,Northeast,No,7.2,0,2024-04-15,2024-04-04,Email,Silver,Direct,New Hire,,2506,0.612,65008.32,455,3.1,151,38,Low
19177,47,Male,Married,39073.2,Full-time,Northeast,Yes,9.3,1,2024-06-25,2024-06-01,Email,Basic,Employer-Sponsored,Yes,0.758,2506,0.612,65008.32,455,3.1,151,38,Low
13512,30,Male,Married,78282.4,Full-time,South,Yes,3.4,1,2024-05-25,2024-04-28,Email,Silver,Direct,Yes,,2424,0.628,65200.49,481,3.3,324,17,Medium
10980,24,Female,Divorced,45655.48,Full-time,South,No,4.5,0,2024-02-28,2024-02-15,SMS,Basic,Third-Party,No,0.184,2424,0.628,65200.49,481,3.3,324,17,Medium
10957,46,Female,Married,67416.31,Full-time,West,No,0.6,1,2024-04-07,2024-04-04,Phone,Standard,Third-Party,New Hire,0.933,2582,0.613,65007.07,574,4.7,437,28,Low
11705,47,Male,Married,56826.82,Full-time,West,Yes,2.7,1,2024-01-02,2024-01-01,Email,Silver,Employer-Sponsored,Yes,0.845,2582,0.613,65007.07,574,4.7,437,28,Low
10729,36,Male,Married,47213.53,Contract,Northeast,No,2.5,0,,2024-07-01,Phone,Bronze,Employer-Sponsored,No,0.195,2506,0.612,65008.32,455,3.1,151,38,Low
18588,58,Male,Married,70400.83,Full-time,Northeast,No,3.5,1,2024-08-30,2024-08-15,Email,Silver,Direct,No,0.724,2506,0.612,65008.32,455,3.1,151,38,Low
12615,41,Male,Married,76395.44,Full-time,Northeast,Yes,3.1,1,2024-09-29,2024-09-13,Email,Silver,Third-Party,New Hire,0.834,2506,0.612,65008.32,455,3.1,151,38,Low
17941,44,Female,Single,83023.87,Full-time,Midwest,Yes,2.5,1,2024-03-09,2024-03-08,Phone,Standard,Direct,Yes,0.804,2488,0.617,64921.46,595,4.4,469,18,High
13113,61,Female,Single,53564.71,Full-time,Northeast,No,1.4,0,2024-04-06,2024-03-11,Email,Bronze,Employer-Sponsored,Yes,0.105,2506,0.612,65008.32,455,3.1,151,38,Low
16597,42,Male,Single,57429.62,Full-time,Midwest,Yes,12.1,1,2024-02-05,2024-01-10,Phone,Standard,Direct,Yes,,2488,0.617,64921.46,595,4.4,469,18,High
16345,52,Male,Married,70645.0,Full-time,Midwest,Yes,9.5,1,2024-04-08,2024-04-05,None,Standard,Employer-Sponsored,Yes,,2488,0.617,64921.46,595,4.4,469,18,High
18704,45,Female,Married,71867.55,Full-time,Northeast,Yes,1.1,1,2024-11-23,2024-11-05,Email,Silver,Employer-Sponsored,Yes,0.99,2506,0.612,65008.32,455,3.1,151,38,Low
12345,42,Male,Married,82368.15,Full-time,South,No,3.6,1,2024-10-19,2024-09-26,SMS,Silver,Third-Party,Yes,0.726,2424,0.628,65200.49,481,3.3,324,17,Medium
15466,57,Male,Single,73792.27,Full-time,West,No,4.5,1,2024-04-12,2024-04-07,Email,Silver,Employer-Sponsored,Yes,0.806,2582,0.613,65007.07,574,4.7,437,28,Low
19898,38,Male,Single,93656.96,Part-time,Midwest,No,3.7,0,2024-09-26,2024-09-11,Email,Gold,Employer-Sponsored,No,0.271,2488,0.617,64921.46,595,4.4,469,18,High
15872,46,Female,Single,73613.61,Full-time,Northeast,Yes,0.2,1,2024-12-04,2024-11-24,SMS,Silver,Employer-Sponsored,New Hire,0.731,2506,0.612,65008.32,455,3.1,151,38,Low
10869,57,Male,Married,68391.85,Contract,South,No,5.4,0,2024-09-15,2024-09-07,Phone,Silver,Third-Party,No,0.202,2424,0.628,65200.49,481,3.3,324,17,Medium
15488,37,Female,Married,40359.66,Full-time,South,No,5.0,0,2024-02-25,2024-02-11,Email,Unknown,Employer-Sponsored,New Hire,0.049,2424,0.628,65200.49,481,3.3,324,17,Medium
15371,32,Male,Single,50082.36,Full-time,South,Yes,0.6,1,2024-08-27,2024-08-20,SMS,Bronze,Third-Party,New Hire,0.822,2424,0.628,65200.49,481,3.3,324,17,Medium
19369,26,Female,Single,46428.09,Part-time,South,Yes,2.2,0,,2024-01-19,Email,Basic,Direct,Yes,0.143,2424,0.628,65200.49,481,3.3,324,17,Medium
14842,50,Male,Married,67311.32,Full-time,South,No,2.3,1,2024-02-08,2024-01-22,Email,Standard,Direct,Yes,0.99,2424,0.628,65200.49,481,3.3,324,17,Medium
12191,54,Female,Married,75074.0,Full-time,Northeast,No,4.3,1,2024-09-30,2024-09-23,Phone,Standard,Third-Party,New Hire,0.859,2506,0.612,65008.32,455,3.1,151,38,Low
13613,33,Female,Divorced,49436.0,Contract,South,Yes,3.2,0,2024-04-18,2024-03-29,Unknown,Unknown,Direct,Yes,0.159,2424,0.628,65200.49,481,3.3,324,17,Medium
11398,26,Female,Married,80983.69,Full-time,South,Yes,4.4,1,2024-10-28,2024-10-12,None,Silver,Direct,Yes,0.839,2424,0.628,65200.49,481,3.3,324,17,Medium
10006,42,Male,Married,66274.58,Contract,West,Yes,1.0,1,2024-07-04,2024-06-05,Email,Silver,Employer-Sponsored,New Hire,0.99,2582,0.613,65007.07,574,4.7,437,28,Low
10954,25,Male,Single,61230.32,Full-time,Northeast,No,2.4,0,2024-11-08,2024-10-21,Phone,Standard,Employer-Sponsored,New Hire,0.297,2506,0.612,65008.32,455,3.1,151,38,Low
11200,55,Male,Single,103264.1,Part-time,Northeast,No,1.4,0,2024-03-08,2024-03-07,Phone,Gold,Third-Party,No,0.189,2506,0.612,65008.32,455,3.1,151,38,Low
16600,61,Male,Married,70362.19,Full-time,Midwest,Yes,7.2,1,2024-01-31,2024-01-27,Email,Standard,Employer-Sponsored,Yes,0.882,2488,0.617,64921.46,595,4.4,469,18,High
14160,32,Male,Single,91818.05,Full-time,Northeast,Yes,4.5,1,2024-11-11,2024-10-29,Email,Premium,Employer-Sponsored,No,0.936,2506,0.612,65008.32,455,3.1,151,38,Low
19350,29,Female,Married,82214.33,Contract,West,No,0.1,0,2024-02-17,2024-02-02,Phone,Standard,Employer-Sponsored,New Hire,0.13,2582,0.613,65007.07,574,4.7,437,28,Low
10505,44,Female,Married,57667.92,Full-time,Midwest,Yes,3.8,1,2024-01-30,2024-01-13,Email,Silver,Employer-Sponsored,Yes,0.896,2488,0.617,64921.46,595,4.4,469,18,High
10792,43,Female,Married,86373.41,Contract,Midwest,Yes,1.7,1,2024-08-01,2024-07-17,Unknown,Gold,Direct,New Hire,0.823,2488,0.617,64921.46,595,4.4,469,18,High
18882,47,Male,Single,56882.6,Full-time,West,No,0.3,0,,2023-12-18,Phone,Standard,Direct,New Hire,0.022,2582,0.613,65007.07,574,4.7,437,28,Low
15925,44,Male,Single,99693.66,Full-time,West,Yes,3.0,1,2024-07-12,2024-06-17,Phone,Premium,Third-Party,Yes,0.767,2582,0.613,65007.07,574,4.7,437,28,Low
15230,38,Male,Married,65681.4,Part-time,Midwest,Yes,1.8,1,2024-09-24,2024-09-18,Phone,Standard,Direct,Yes,0.902,2488,0.617,64921.46,595,4.4,469,18,High
11516,28,Male,Single,83189.11,Full-time,South,Yes,8.2,1,2024-07-14,2024-06-17,Email,Standard,Direct,Yes,0.99,2424,0.628,65200.49,481,3.3,324,17,Medium
17822,47,Female,Married,77435.29,Full-time,South,No,0.4,1,2024-11-23,2024-11-17,Unknown,Standard,Direct,New Hire,0.99,2424,0.628,65200.49,481,3.3,324,17,Medium
