qemployee_id,age,gender,marital_status,salary,employment_type,region,has_dependents,tenure_years,enrolled,application_date,last_contact_date,last_contact_channel,plan_tier_requested,broker_channel,prior_year_enrolled,legacy_propensity_score,outreach_notes
15469,54,Female,Married,48099.37,Full-time,Midwest,Yes,1.2,1,2024-02-05,2024-01-30,Email,Basic,Direct,-1,0.815,Declined - cost concern
14067,45,Male,Married,100196.74,Full-time,Northeast,No,17.8,1,2024-03-07,2024-02-29,PHONE,PREMIUM,Employer-Sponsored,1,0.878,Spouse covered elsewhere
17448,37,Female,Single,56386.44,Full-time,West,No,3.0,0,2024-01-18,2023-12-31,Phone,STANDARD,Third-Party,-1,0.21,
12453,37,Other,Single,68098.55,Full-time,South,Yes,0.5,1,24/09/2024,2024-09-02,Text,STANDARD,Direct,-1,0.949,Declined - cost concern
17265,48,Male,Married,68230.53,Contract,West,Yes,1.0,1,2024-04-07,2024-03-14,,standard,Employer-Sponsored,-1,0.789,Follow-up scheduled
16970,51,Male,Single,69646.44,Full-time,Northeast,No,3.0,1,2024-08-02,2024-07-31,email,STANDARD,Direct,0,0.972,No response to first outreach
12698,36,Female,Single,75341.49,Part-time,South,No,4.5,0,2024-05-09,2024-04-21,EMAIL,silver plan,Employer-Sponsored,-1,0.196,
19776,33,Male,Single,60948.94,Full-time,West,No,10.0,1,2024-04-08,2024-03-12,N/A,Standard,Third-Party,1,0.813,Requested more time
15271,58,Male,Married,59740.64,Full-time,West,No,0.1,0,,2024-06-05,Phone,standard,Employer-Sponsored,-1,0.089,Declined - cost concern
11423,55,Female,Married,57767.02,Full-time,Midwest,No,4.8,0,2024-04-01,2024-03-25,EMAIL,silver plan,Third-Party,-1,0.232,Follow-up scheduled
10049,29,Female,Married,46598.02,Contract,West,Yes,8.8,0,2024-01-02,2023-12-21,EMAIL,Bronze,Employer-Sponsored,-1,0.01,Spouse covered elsewhere
15378,23,Female,Single,48274.16,Full-time,Midwest,Yes,1.9,0,15/06/2024,2024-05-31,phone,,Direct,0,0.147,Declined - cost concern
19937,63,Male,Single,81076.77,Full-time,Midwest,Yes,1.4,1,25/05/2024,2024-04-28,sms,STANDARD,Direct,1,0.889,Attended benefits webinar
15760,55,Female,Married,42017.78,Full-time,South,No,2.0,0,2024-08-03,2024-07-23,,,Direct,-1,0.01,
17390,54,Female,Single,45292.99,Full-time,South,Yes,3.8,1,2024-08-23,2024-08-10,e-mail,,Employer-Sponsored,-1,0.785,Requested more time
14206,25,Male,Married,73756.25,Part-time,West,Yes,10.0,0,2024-05-10,2024-05-07,e-mail,silver plan,Third-Party,0,0.01,No response to first outreach
15330,55,Female,Divorced,61301.76,Full-time,West,Yes,2.5,1,2024-03-02,2024-02-04,email,standard,Direct,1,0.914,Follow-up scheduled
18490,41,Female,Single,50104.93,Full-time,Midwest,Yes,4.1,1,23-Oct-2024,2024-10-11,,,Employer-Sponsored,1,0.794,Declined - cost concern
15184,43,Female,Single,61579.52,Full-time,Northeast,Yes,8.6,1,2024-09-30,2024-09-29,SMS,STANDARD,Direct,-1,0.954,No response to first outreach
10417,37,Female,Married,44316.22,Full-time,West,Yes,2.6,1,,2024-02-20,sms,Basic,Direct,0,,Follow-up scheduled
14831,58,Male,Single,42465.9,Full-time,West,No,6.1,0,2024-04-04,2024-03-06,None,basic,Third-Party,-1,0.055,Requested more time
10694,30,Male,Single,61878.03,Full-time,West,Yes,1.1,1,2024-11-07,2024-10-15,Email,STANDARD,Direct,-1,0.879,Spouse covered elsewhere
12459,36,Male,Married,43461.1,Full-time,South,No,4.9,0,2024-07-01,2024-06-20,Email,,Employer-Sponsored,0,0.276,Spouse covered elsewhere
11426,25,Male,Single,44514.91,Full-time,West,No,3.0,0,2024-08-08,2024-07-25,Text,BASIC,Third-Party,0,,Spouse covered elsewhere
17235,60,Male,Married,81838.14,Full-time,South,Yes,0.2,1,2024-07-30,2024-07-16,EMAIL,Standard,Third-Party,-1,0.844,Spouse covered elsewhere
15219,35,Female,Divorced,75096.41,Full-time,Northeast,No,3.0,1,2024-03-31,2024-03-22,None,Standard,Direct,1,0.987,Follow-up scheduled
15950,30,Female,Married,78001.82,Full-time,Midwest,No,0.8,0,11/06/2024,2024-05-26,PHONE,silver plan,Direct,-1,0.082,Declined - cost concern
15564,59,Female,Single,70171.12,Full-time,West,Yes,23.8,1,2024-03-26,2024-03-06,e-mail,silver plan,Third-Party,1,,Follow-up scheduled
18860,36,Female,Married,71486.97,Contract,Midwest,No,7.2,0,2024-12-13,2024-11-19,Text,Standard,Employer-Sponsored,0,0.119,Spouse covered elsewhere
19091,34,Female,Married,63427.04,Full-time,Midwest,No,0.3,1,28-Jun-2024,2024-06-27,email,Silver,Direct,-1,0.7,Follow-up scheduled
15794,36,Female,Married,44464.38,Full-time,Northeast,Yes,2.1,1,2024-01-14,2024-01-05,Text,BASIC,Third-Party,1,0.786,Requested more time
13009,62,Male,Married,49405.95,Full-time,Midwest,Yes,10.8,1,11/11/2024,2024-10-20,Text,Basic,Third-Party,1,0.976,Follow-up scheduled
13293,38,Male,Married,87538.74,Full-time,Northeast,No,9.5,1,2024-03-31,2024-03-09,e-mail,premium plan,Employer-Sponsored,0,0.903,Attended benefits webinar
18302,35,Female,Married,38921.51,Part-time,West,Yes,1.7,0,2024-06-30,2024-06-17,e-mail,basic,Direct,0,0.148,Follow-up scheduled
14839,60,Male,Married,69449.89,Full-time,South,Yes,5.2,1,04/03/2024,2024-02-15,EMAIL,Standard,Direct,1,0.908,Declined - cost concern
12764,42,Female,Married,65384.74,Full-time,Midwest,No,0.9,1,13-May-2024,2024-04-16,Call,STANDARD,Employer-Sponsored,-1,0.99,Spouse covered elsewhere
10604,42,Male,Single,71013.64,Full-time,Northeast,No,5.5,1,2024-01-12,2023-12-28,phone,STANDARD,Direct,1,,Follow-up scheduled
18115,27,Male,Married,70957.27,Full-time,West,Yes,2.2,1,27/11/2024,2024-11-05,EMAIL,standard,Third-Party,-1,0.99,No response to first outreach
11460,62,Female,Single,77747.85,Part-time,Midwest,Yes,6.1,1,24/10/2024,2024-10-15,e-mail,silver plan,Employer-Sponsored,1,0.801,Spouse covered elsewhere
13857,57,Male,Single,52802.92,Full-time,South,Yes,4.8,1,2024-10-10,2024-09-13,EMAIL,Basic,Employer-Sponsored,1,0.743,Requested more time
15681,56,Male,Divorced,68580.92,Contract,Northeast,Yes,3.0,1,2024-04-17,2024-03-23,phone,standard,Employer-Sponsored,1,0.99,Attended benefits webinar
16155,25,Other,Married,87818.05,Full-time,Midwest,Yes,1.1,1,2024-10-01,2024-09-22,email,Gold,Third-Party,1,0.962,Spouse covered elsewhere
11472,61,Female,Single,66405.85,Full-time,West,Yes,8.1,1,2024-07-18,2024-07-07,phone,standard,Direct,1,,No response to first outreach
18755,25,Female,Single,48463.52,Full-time,Midwest,Yes,7.1,0,2024-02-13,2024-02-10,PHONE,,Direct,1,0.24,Attended benefits webinar
18875,62,Male,Single,84713.31,Full-time,Northeast,Yes,1.5,1,2024-03-22,2024-03-10,Email,standard,Employer-Sponsored,1,0.925,Attended benefits webinar
18514,59,Female,Widowed,59405.82,Full-time,Northeast,Yes,3.8,1,2024-05-20,2024-04-23,e-mail,Standard,Third-Party,1,0.818,Attended benefits webinar
18202,43,Male,Single,37705.68,Full-time,Midwest,Yes,3.1,1,2024-07-13,2024-07-04,e-mail,Bronze,Direct,-1,0.755,Requested more time
14399,64,Female,Single,83940.92,Full-time,Midwest,Yes,7.1,1,2024-12-28,2024-12-15,Email,Standard,Direct,1,0.99,No response to first outreach
13136,48,Female,Single,70628.47,Full-time,Northeast,Yes,3.6,1,19/03/2024,2024-03-03,Text,standard,Third-Party,1,0.845,Declined - cost concern
12554,55,Female,Single,96930.42,Full-time,South,No,1.6,1,09/03/2024,2024-03-08,EMAIL,premium plan,Employer-Sponsored,1,0.959,Requested more time
11578,33,Male,Widowed,69136.63,Full-time,Northeast,No,3.1,1,01/12/2024,2024-11-12,e-mail,Standard,Third-Party,-1,0.832,Spouse covered elsewhere
19275,33,Male,Single,36225.56,Full-time,Midwest,Yes,2.4,1,2024-01-19,2024-01-14,Phone,Basic,Third-Party,1,,Attended benefits webinar
18051,50,Male,Single,59277.94,Full-time,Northeast,Yes,0.4,1,17-Jan-2024,2024-01-06,SMS,silver plan,Direct,-1,0.773,Follow-up scheduled
19525,25,Male,Single,71262.38,Full-time,Midwest,No,14.0,0,2024-06-01,2024-05-24,Text,STANDARD,Employer-Sponsored,0,0.01,
13973,40,Male,Single,56388.64,Full-time,South,No,3.7,0,2024-01-24,2024-01-01,EMAIL,silver plan,Third-Party,0,0.322,
18477,45,Male,Married,64660.26,Full-time,South,No,1.4,1,,2024-06-24,Text,Silver,Third-Party,1,0.952,Spouse covered elsewhere
18800,33,Female,Married,74770.4,Full-time,Midwest,No,0.6,1,2024-09-24,2024-08-31,EMAIL,silver plan,Third-Party,-1,0.725,Follow-up scheduled
10105,55,Female,Married,90404.1,Full-time,Northeast,Yes,2.5,1,2024-03-28,2024-03-08,EMAIL,Premium,Direct,1,0.927,Spouse covered elsewhere
14906,49,Male,Married,77107.62,Full-time,West,Yes,0.0,1,17/05/2024,2024-05-15,N/A,standard,Direct,-1,0.775,Follow-up scheduled
10183,24,Female,Divorced,73079.4,Full-time,Northeast,No,6.0,0,2024-11-14,2024-11-13,sms,STANDARD,Third-Party,0,,Follow-up scheduled
16135,47,Male,Married,45592.16,Contract,South,Yes,6.8,0,2024-06-28,2024-06-15,sms,basic,Employer-Sponsored,1,0.038,Follow-up scheduled
11691,41,Female,Married,77461.36,Part-time,Northeast,No,2.4,0,12/12/2024,2024-11-20,e-mail,Standard,Direct,0,0.266,
11329,47,Other,Married,61839.71,Part-time,Midwest,No,1.2,0,2024-08-05,2024-07-11,Email,standard,Employer-Sponsored,-1,0.202,Requested more time
10881,59,Male,Married,102795.62,Full-time,West,Yes,5.6,1,2024-09-04,2024-08-14,e-mail,premium plan,Employer-Sponsored,1,,Requested more time
19467,25,Male,Single,64465.85,Full-time,West,Yes,16.6,1,2024-10-30,2024-10-07,e-mail,Standard,,1,0.842,
16510,39,Female,Single,76889.34,Full-time,Midwest,Yes,9.6,1,2024-04-13,2024-03-19,N/A,Silver,Third-Party,1,0.965,Spouse covered elsewhere
13033,22,Female,Single,65150.18,Full-time,South,Yes,0.9,1,2024-01-25,2024-01-10,none,silver plan,Direct,-1,0.977,No response to first outreach
13052,61,Female,Widowed,42881.34,Part-time,South,Yes,1.1,0,07-Apr-2024,2024-04-04,None,BASIC,Direct,1,0.031,Declined - cost concern
14748,39,Male,Single,49743.91,Full-time,South,No,12.1,0,2024-03-12,2024-02-17,EMAIL,,Third-Party,0,0.075,Follow-up scheduled
19064,60,Female,Single,50099.86,Full-time,Northeast,Yes,5.2,1,2024-04-28,2024-03-30,phone,Bronze,Employer-Sponsored,1,0.83,Spouse covered elsewhere
18449,33,Male,Single,70508.35,Part-time,Midwest,No,0.2,0,27-Nov-2024,2024-11-22,email,Silver,Direct,-1,0.171,Requested more time
10732,59,Male,Married,75655.0,Full-time,Midwest,No,6.2,1,2024-07-18,2024-06-23,phone,STANDARD,,1,0.906,Declined - cost concern
17987,40,Female,Single,54237.55,Full-time,Midwest,Yes,1.0,1,2024-05-01,2024-04-13,sms,Bronze,Third-Party,1,0.881,No response to first outreach
18713,64,Female,Single,62164.46,Full-time,South,No,0.6,1,2024-10-25,2024-09-29,e-mail,Standard,Third-Party,-1,,No response to first outreach
19988,33,Female,Single,59676.31,Full-time,South,Yes,2.0,1,2024-01-26,2024-01-12,e-mail,silver plan,,1,0.78,No response to first outreach
17229,38,Female,Married,35814.38,Full-time,Midwest,Yes,10.4,1,20-May-2024,2024-05-03,phone,Basic,Employer-Sponsored,1,0.765,Attended benefits webinar
15677,22,Male,Married,60813.28,Contract,Midwest,No,3.0,0,2024-06-13,2024-06-06,Phone,silver plan,Direct,0,0.095,Attended benefits webinar
11606,23,Male,Married,49131.34,Part-time,Northeast,Yes,1.6,0,01-Feb-2024,2024-01-05,e-mail,,Direct,-1,0.266,Requested more time
15353,38,Male,Married,45425.39,Part-time,Midwest,No,0.8,0,2024-07-08,2024-06-18,none,,Direct,-1,0.086,Spouse covered elsewhere
14387,24,Male,Married,69168.75,Contract,West,Yes,2.8,0,2024-01-08,2024-01-03,Call,standard,Third-Party,0,0.119,Attended benefits webinar
18005,29,Male,Single,40170.14,Full-time,Northeast,Yes,8.3,0,08/11/2024,2024-11-05,e-mail,basic,Third-Party,1,0.292,Follow-up scheduled
11105,41,Male,Single,48930.52,Part-time,West,No,1.8,0,2024-10-16,2024-09-24,Text,BASIC,Employer-Sponsored,-1,0.107,
15997,22,Female,Married,100041.71,Part-time,South,No,10.1,0,2024-07-31,2024-07-26,phone,gold,Third-Party,0,,
18247,48,Male,Single,68455.77,Full-time,Northeast,Yes,1.4,1,2024-09-13,2024-08-16,email,Silver,Employer-Sponsored,-1,0.987,Follow-up scheduled
19864,63,Male,Married,74067.69,Part-time,South,Yes,0.0,1,2024-11-12,2024-11-02,email,STANDARD,Third-Party,-1,0.794,Follow-up scheduled
16537,49,Female,Married,57517.92,Full-time,West,No,0.6,0,2024-06-19,2024-05-25,sms,Standard,Direct,-1,,Declined - cost concern
12298,36,Male,Single,68245.92,Full-time,Northeast,Yes,0.6,1,2024-01-12,2023-12-27,Phone,Standard,Third-Party,-1,0.909,No response to first outreach
11701,34,Male,Single,61504.57,Full-time,Northeast,Yes,2.4,1,2024-05-02,2024-04-21,Call,Standard,Direct,-1,0.805,
17086,63,Female,Married,58366.79,Full-time,West,No,0.3,0,,2024-03-08,Email,silver plan,Third-Party,-1,0.287,Follow-up scheduled
12088,43,Female,Single,52238.45,Full-time,Northeast,Yes,6.8,1,,2024-09-02,EMAIL,Bronze,Employer-Sponsored,1,0.862,
11538,34,Male,Single,57946.99,Full-time,West,Yes,10.7,1,2024-11-06,2024-10-19,EMAIL,Standard,Employer-Sponsored,1,0.903,
11732,32,Female,Widowed,83747.23,Full-time,Northeast,Yes,5.6,1,21/05/2024,2024-04-27,Text,STANDARD,Direct,1,0.812,No response to first outreach
16623,57,Other,Divorced,81002.55,Full-time,South,No,1.6,1,11/05/2024,2024-04-26,Email,Silver,Employer-Sponsored,1,,Declined - cost concern
10677,27,Female,Divorced,92279.42,Full-time,Midwest,Yes,10.7,1,15/02/2024,2024-02-03,EMAIL,Premium,Employer-Sponsored,-1,,Spouse covered elsewhere
13220,64,Female,Married,35866.48,Full-time,Midwest,Yes,6.4,1,2024-04-08,2024-03-20,PHONE,,Employer-Sponsored,1,0.859,Declined - cost concern
14301,60,Male,Married,87759.56,Full-time,Midwest,No,4.7,1,2024-10-19,2024-10-03,none,Premium,Employer-Sponsored,1,0.754,
13824,42,Female,Married,58870.88,Full-time,West,No,2.1,0,2024-04-13,2024-03-30,sms,standard,Direct,0,0.266,Attended benefits webinar
12967,32,Female,Single,86132.83,Contract,South,Yes,0.5,1,,2024-01-15,Email,Premium,Third-Party,-1,0.969,No response to first outreach
11748,34,Female,Married,37044.55,Part-time,West,No,0.9,0,2024-02-09,2024-02-05,email,Bronze,Third-Party,-1,0.18,Attended benefits webinar
11713,55,Male,Married,86279.77,Part-time,Midwest,No,2.8,0,2024-03-14,2024-03-12,EMAIL,gold,,-1,0.044,Spouse covered elsewhere
12077,39,Female,Single,42732.05,Contract,Midwest,Yes,1.0,0,2024-07-16,2024-07-04,EMAIL,,Direct,1,0.025,Requested more time
15478,26,Female,Married,52842.5,Part-time,Northeast,Yes,5.0,0,2024-04-26,2024-04-12,e-mail,Bronze,Third-Party,1,0.219,Declined - cost concern
11528,39,Female,Single,79691.46,Full-time,West,Yes,7.3,1,2024-04-19,2024-04-03,e-mail,standard,Third-Party,-1,0.877,Spouse covered elsewhere
11284,30,Male,Married,45684.59,Full-time,Midwest,Yes,0.5,0,2024-01-20,2024-01-15,Phone,BASIC,Direct,-1,,Declined - cost concern
13025,33,Male,Single,82049.87,Full-time,Midwest,No,2.6,1,2024-01-26,2024-01-10,Text,Silver,Employer-Sponsored,-1,0.801,Requested more time
18382,53,Female,Married,69749.75,Full-time,Midwest,No,5.8,1,2024-01-20,2024-01-10,Text,Standard,Direct,-1,0.821,
11922,40,Male,Married,66160.64,Full-time,West,Yes,2.9,1,2024-09-22,2024-08-31,email,STANDARD,Third-Party,1,0.925,Declined - cost concern
13940,30,Male,Single,79727.36,Full-time,South,Yes,5.6,1,11/05/2024,2024-05-03,phone,STANDARD,Employer-Sponsored,0,0.948,No response to first outreach
12758,41,Female,Married,87342.55,Part-time,West,No,2.8,0,2024-04-05,2024-03-14,Call,premium plan,Direct,-1,0.178,No response to first outreach
17338,43,Female,Single,65239.23,Contract,South,No,1.9,0,27/09/2024,2024-09-11,SMS,Standard,Direct,1,0.019,Declined - cost concern
12826,27,Female,Married,75157.91,Part-time,South,No,14.0,0,,2024-05-14,Email,STANDARD,Third-Party,0,0.01,Requested more time
19020,62,Male,Divorced,44192.4,Full-time,Midwest,Yes,4.0,1,2024-07-30,2024-07-05,Phone,Basic,Employer-Sponsored,0,0.925,
16297,63,Female,Single,59511.34,Part-time,West,Yes,3.6,0,16/03/2024,2024-03-06,Text,Standard,Employer-Sponsored,-1,0.01,
12608,39,Female,Single,63090.65,Full-time,Northeast,Yes,5.8,1,2024-06-23,2024-06-09,Call,Silver,Employer-Sponsored,1,0.909,No response to first outreach
11370,50,Male,Married,73817.26,Full-time,Midwest,Yes,1.5,1,2024-07-10,2024-07-06,sms,STANDARD,Direct,1,0.867,Requested more time
12854,49,Female,Married,31554.25,Part-time,West,Yes,4.9,0,,2024-05-28,None,BASIC,Direct,-1,0.318,Declined - cost concern
16041,25,Female,Married,68594.68,Full-time,West,Yes,1.1,1,2024-03-01,2024-02-25,e-mail,Silver,Direct,1,0.974,Spouse covered elsewhere
11529,57,Male,Single,54999.04,Full-time,South,Yes,6.7,1,07-Aug-2024,2024-07-12,Email,Basic,Third-Party,-1,0.937,Attended benefits webinar
15520,27,Male,Single,78682.21,Part-time,South,Yes,3.5,0,2024-12-11,2024-12-01,EMAIL,standard,Employer-Sponsored,1,0.017,
13218,47,Female,Married,61049.72,Part-time,West,No,1.2,0,2024-11-05,2024-10-15,sms,silver plan,Direct,1,0.122,
19257,32,Male,Married,48766.18,Full-time,Midwest,Yes,0.2,1,2024-02-14,2024-02-06,Phone,Basic,Direct,-1,0.76,Declined - cost concern
12046,57,Male,Divorced,51752.26,Full-time,Midwest,No,7.5,0,,2024-03-24,none,Basic,Third-Party,-1,0.243,Follow-up scheduled
18055,60,Female,Married,77390.98,Full-time,Midwest,No,0.6,1,2024-08-05,2024-07-22,Phone,silver plan,Third-Party,-1,0.807,Follow-up scheduled
10343,54,Female,Married,83050.43,Full-time,West,No,14.5,1,30/11/2024,2024-11-07,e-mail,silver plan,Third-Party,0,0.963,Requested more time
16940,45,Female,Married,75000.26,Full-time,West,No,2.5,1,2024-10-05,2024-09-09,PHONE,STANDARD,Direct,-1,0.81,
10391,51,Other,Single,60695.15,Full-time,Midwest,Yes,3.1,1,2024-11-07,2024-11-03,e-mail,Silver,Third-Party,1,0.806,No response to first outreach
16906,37,Female,Single,72256.89,Full-time,Northeast,Yes,2.8,1,2024-11-15,2024-10-19,EMAIL,STANDARD,Third-Party,0,0.966,Requested more time
10610,56,Female,Married,55224.73,Contract,Midwest,No,1.6,0,2024-10-16,2024-10-10,SMS,silver plan,Third-Party,0,0.096,Declined - cost concern
11454,30,Male,Single,87286.26,Full-time,West,Yes,0.3,1,17/11/2024,2024-10-30,Text,Gold Plan,Direct,-1,0.912,Spouse covered elsewhere
11039,39,Female,Divorced,44800.87,Contract,Northeast,Yes,8.2,0,2024-06-03,2024-05-30,None,basic,Direct,0,0.075,
18902,41,Male,Married,77589.75,Full-time,Northeast,No,0.2,1,2024-08-24,2024-08-09,PHONE,Standard,Employer-Sponsored,-1,0.937,Follow-up scheduled
18312,24,Male,Single,80215.51,Part-time,West,Yes,0.2,0,,2024-07-15,Email,STANDARD,Third-Party,-1,0.084,Follow-up scheduled
11450,56,Male,Single,59558.96,Full-time,South,Yes,1.9,1,2024-06-23,2024-06-13,e-mail,Silver,Third-Party,0,0.809,Declined - cost concern
12938,46,Male,Married,53681.1,Full-time,Midwest,Yes,19.8,1,2024-06-01,2024-05-15,e-mail,basic,Direct,0,0.99,Attended benefits webinar
11772,51,Female,Divorced,55597.97,Full-time,West,Yes,4.6,1,2024-01-10,2024-01-09,Phone,silver plan,Direct,-1,0.978,No response to first outreach
16166,44,Female,Single,63736.6,Full-time,Midwest,Yes,5.8,1,2024-10-05,2024-09-12,,Silver,,-1,0.804,No response to first outreach
18277,35,Female,Married,53714.1,Full-time,Northeast,Yes,0.7,1,2024-04-04,2024-03-27,N/A,,Third-Party,-1,0.971,Follow-up scheduled
17310,28,Male,Single,60651.28,Full-time,Northeast,Yes,1.5,1,2024-02-26,2024-02-04,Text,standard,Direct,1,0.862,
10405,53,Male,Married,67037.87,Full-time,South,No,2.7,1,2024-04-24,2024-03-31,EMAIL,standard,Third-Party,1,0.987,No response to first outreach
18539,59,Other,Married,73693.46,Full-time,Northeast,No,2.8,1,2024-11-23,2024-10-26,Email,silver plan,Direct,1,,Declined - cost concern
15228,43,Female,Married,57781.97,Contract,South,Yes,2.5,0,,2024-07-13,None,silver plan,Direct,-1,0.069,No response to first outreach
11622,26,Male,Married,43102.78,Full-time,West,No,1.2,0,,2024-05-27,none,BASIC,Direct,0,0.212,Spouse covered elsewhere
17862,55,Male,Married,64786.29,Full-time,Northeast,No,0.9,1,16/10/2024,2024-10-11,EMAIL,STANDARD,Third-Party,-1,0.791,Attended benefits webinar
19077,31,Male,Married,52922.49,Part-time,West,Yes,0.8,0,2024-10-31,2024-10-02,N/A,Bronze,Employer-Sponsored,-1,0.246,Requested more time
16515,38,Male,Single,47087.74,Full-time,Midwest,Yes,6.4,1,2024-06-19,2024-06-11,Email,Basic,Direct,1,0.843,Spouse covered elsewhere
12636,47,Male,Divorced,106861.23,Full-time,West,Yes,4.1,1,2024-06-12,2024-06-05,Phone,Premium,Third-Party,1,0.863,Follow-up scheduled
19081,22,Male,Single,49339.02,Contract,South,Yes,4.8,0,2024-09-07,2024-08-11,Text,Bronze,Third-Party,-1,0.073,
19360,62,Female,Married,59940.67,Full-time,Northeast,No,0.1,0,19/09/2024,2024-09-12,Email,Silver,Third-Party,-1,0.339,Declined - cost concern
18550,63,Female,Single,61108.01,Full-time,Northeast,Yes,2.3,1,2024-03-03,2024-02-10,None,silver plan,Direct,-1,0.956,No response to first outreach
10133,60,Female,Married,55072.17,Full-time,Northeast,No,0.9,0,23/02/2024,2024-01-31,phone,STANDARD,Employer-Sponsored,-1,0.054,Requested more time
19804,51,Male,Divorced,79294.16,Contract,Midwest,Yes,4.1,1,2024-03-23,2024-03-12,Call,Standard,Third-Party,1,0.829,Attended benefits webinar
10362,44,Female,Single,37811.61,Part-time,Midwest,Yes,0.6,0,2024-02-09,2024-02-07,phone,basic,Employer-Sponsored,-1,0.129,No response to first outreach
16925,62,Male,Divorced,79069.09,Full-time,West,No,2.1,1,10/10/2024,2024-09-21,Email,silver plan,Direct,1,0.923,No response to first outreach
10329,52,Male,Single,45955.6,Part-time,South,Yes,3.2,0,2024-10-24,2024-10-23,e-mail,,Direct,1,0.215,
17327,27,Female,Divorced,63854.73,Part-time,West,Yes,14.3,0,2024-07-05,2024-06-10,Email,STANDARD,Third-Party,-1,0.149,Requested more time
17660,38,Female,Single,72536.32,Full-time,Midwest,Yes,5.1,1,,2024-11-28,Email,Silver,Direct,1,0.806,Follow-up scheduled
14062,55,Female,Married,72472.06,Full-time,West,No,2.9,1,,2024-05-30,EMAIL,STANDARD,Direct,-1,0.92,Attended benefits webinar
11381,55,Male,Married,56209.2,Full-time,Northeast,No,2.3,0,2024-10-20,2024-09-29,sms,standard,Employer-Sponsored,0,0.077,No response to first outreach
12605,57,Other,Married,54318.89,Full-time,West,Yes,0.7,1,13/08/2024,2024-07-16,e-mail,basic,Employer-Sponsored,-1,0.891,Declined - cost concern
14374,33,Male,Single,92429.93,Part-time,South,Yes,2.3,1,2024-11-25,2024-11-12,Email,PREMIUM,Employer-Sponsored,1,0.865,Follow-up scheduled
10168,29,Male,Single,47133.77,Full-time,West,Yes,6.2,0,2024-09-19,2024-08-23,email,Basic,Direct,0,0.114,Follow-up scheduled
16955,61,Male,Single,64675.93,Full-time,West,Yes,8.3,1,2024-04-09,2024-03-23,EMAIL,Standard,Direct,1,0.99,
12695,32,Male,Married,80740.48,Full-time,South,Yes,2.5,1,26/04/2024,2024-04-06,sms,Standard,Direct,1,0.745,No response to first outreach
18206,34,Female,Married,54903.2,Full-time,Midwest,No,0.6,0,2024-12-19,2024-12-03,Email,BASIC,Employer-Sponsored,-1,0.27,Attended benefits webinar
12344,34,Male,Single,75748.21,Contract,Midwest,Yes,2.2,1,2024-07-20,2024-06-27,N/A,standard,Employer-Sponsored,0,,Attended benefits webinar
11959,46,Male,Married,55331.2,Full-time,South,Yes,0.3,1,2024-09-01,2024-08-03,sms,standard,Direct,-1,0.889,Attended benefits webinar
14170,40,Male,Single,58494.01,Part-time,Midwest,Yes,0.2,0,06-Sep-2024,2024-08-08,e-mail,silver plan,Direct,-1,0.06,Declined - cost concern
19070,31,Female,Married,82644.45,Full-time,Midwest,Yes,14.7,1,2024-09-30,2024-09-25,N/A,Standard,Third-Party,1,0.784,No response to first outreach
16666,55,Male,Married,75073.38,Contract,West,No,2.3,0,12/02/2024,2024-02-09,EMAIL,silver plan,Third-Party,-1,0.156,Declined - cost concern
12497,34,Other,Married,62989.21,Part-time,Northeast,Yes,3.2,1,2024-05-06,2024-04-13,PHONE,silver plan,Employer-Sponsored,0,0.893,Spouse covered elsewhere
18376,53,Male,Single,54240.94,Full-time,South,Yes,0.5,1,2024-02-18,2024-01-25,Call,BASIC,Direct,-1,0.784,Spouse covered elsewhere
14669,28,Male,Married,52670.69,Contract,Midwest,Yes,6.2,0,2024-08-12,2024-07-17,SMS,BASIC,Direct,0,0.07,No response to first outreach
11700,62,Male,Single,60244.98,Part-time,West,Yes,11.2,1,2024-04-14,2024-03-21,Email,STANDARD,Direct,1,0.99,Attended benefits webinar
14458,39,Male,Single,71193.59,Contract,Midwest,No,0.9,0,28/02/2024,2024-02-10,EMAIL,STANDARD,Direct,-1,0.166,Requested more time
15250,48,Female,Married,55114.41,Part-time,Northeast,No,10.7,0,2024-06-21,2024-05-29,e-mail,Standard,Employer-Sponsored,0,0.188,
15873,41,Male,Single,76192.86,Full-time,South,Yes,2.8,1,2024-12-24,2024-11-28,N/A,Silver,Employer-Sponsored,0,0.919,Attended benefits webinar
13531,62,Female,Married,52481.9,Full-time,West,No,1.3,0,,2024-01-23,none,,Direct,1,0.181,No response to first outreach
10723,59,Male,Married,54163.53,Full-time,Midwest,No,4.4,0,2024-03-25,2024-03-02,email,BASIC,Third-Party,0,,Requested more time
17609,64,Male,Married,80746.02,Full-time,Midwest,Yes,0.7,1,26/02/2024,2024-02-07,sms,Silver,Direct,-1,0.745,
15102,53,Male,Single,95507.0,Full-time,South,Yes,0.9,1,2024-03-11,2024-03-02,EMAIL,Premium,Third-Party,-1,0.901,No response to first outreach
12751,61,Female,Married,55171.23,Full-time,Northeast,Yes,2.4,1,,2024-09-09,sms,Standard,Employer-Sponsored,1,,Follow-up scheduled
15332,63,Male,Married,77067.06,Contract,West,Yes,0.3,1,2024-07-02,2024-06-04,phone,silver plan,Employer-Sponsored,-1,0.917,
15145,59,Female,Single,65724.49,Full-time,West,No,0.5,1,25/10/2024,2024-10-10,N/A,standard,Third-Party,-1,0.859,Follow-up scheduled
